TransactionID,DateKey,BranchKey,ProductKey,Revenue,Expense,TransactionCount
2286,238,3,3,10409,17500,270
2287,879,1,6,7519,29968,261
2288,562,7,6,33681,3453,460
2289,761,8,3,2199,9050,215
2290,397,7,2,45171,23835,162
2291,378,8,1,19502,16118,34
2292,338,3,5,7263,7764,250
2293,714,4,3,33160,13328,456
2294,1004,1,1,9206,14031,269
2295,258,1,4,28077,23928,262
2296,916,5,6,34104,2243,286
2297,909,5,4,3161,17451,35
2298,759,7,6,15580,22119,385
2299,648,5,2,34165,7095,393
2300,440,1,2,4812,14170,402
2301,500,3,3,27635,19643,406
2302,472,4,1,18910,23533,67
2303,521,5,3,12494,7084,452
2304,722,5,5,19539,10842,384
2305,251,2,5,23879,5777,297
2306,936,7,3,45323,11366,361
2307,794,8,2,38585,26756,92
2308,1049,4,1,9824,28582,104
2309,844,4,2,25169,21940,389
2310,310,5,4,42189,28439,258
2311,253,2,1,12594,28970,337
2312,274,2,5,27006,1202,190
2313,896,7,1,10377,26280,14
2314,774,5,1,46143,6540,92
2315,286,4,5,49598,28023,217
2316,730,1,6,36297,4822,86
2317,534,5,3,22354,14870,381
2318,603,2,6,9290,26296,396
2319,216,5,6,2590,20934,40
2320,529,1,6,31122,27605,477
2321,845,2,2,45182,6386,291
2322,190,3,4,11872,14435,467
2323,535,6,6,7311,24160,84
2324,178,3,6,10883,1781,133
2325,61,1,3,37039,24308,407
2326,29,2,3,41184,19261,430
2327,451,7,6,16178,27924,332
2328,976,1,2,31999,23494,456
2329,347,5,6,12931,18573,245
2330,374,8,4,44842,14733,356
2331,979,2,3,32727,20719,82
2332,813,7,1,5150,9767,225
2333,320,2,1,16572,4823,234
2334,558,5,5,46531,10097,440
2335,646,7,6,28458,7161,90
2336,692,1,2,9801,17257,406
2337,167,2,1,47332,17196,298
2338,738,5,6,17223,10843,171
2339,1049,1,6,41353,12924,413
2340,265,3,1,16547,6901,357
2341,374,7,1,30813,4508,26
2342,1003,6,5,27842,24311,159
2343,1025,5,1,6919,10010,173
2344,822,7,3,28265,25584,140
2345,610,5,3,8182,4784,475
2346,974,2,3,24876,10099,287
2347,599,5,4,1616,26072,333
2348,324,1,3,37511,21593,197
2349,585,3,6,9657,6853,35
2350,585,2,2,29732,26837,215
2351,323,8,3,19132,26645,359
2352,520,2,6,27521,19719,203
2353,608,1,2,5690,3196,285
2354,333,7,3,44171,22703,51
2355,664,4,5,1967,15399,309
2356,412,6,4,49651,10597,429
2357,975,2,4,1421,19701,381
2358,1092,5,6,15781,21536,189
2359,964,3,6,27663,14301,379
2360,499,2,1,10637,16153,75
2361,442,4,6,2051,7862,298
2362,385,7,5,35487,15691,54
2363,584,4,5,37801,23030,435
2364,839,3,2,16569,21301,296
2365,497,6,6,9628,10099,266
2366,32,7,5,5314,6461,329
2367,460,2,3,47385,18642,195
2368,696,4,5,26927,24920,55
2369,270,8,2,19989,28954,121
2370,592,2,5,46870,10638,16
2371,162,7,5,37210,10093,304
2372,343,6,1,16957,27721,75
2373,821,4,6,19470,5203,261
2374,81,1,5,49429,13828,193
2375,960,8,5,22490,3953,343
2376,946,1,2,2313,20724,420
2377,497,8,3,43283,4853,26
2378,1037,4,5,19936,20610,380
2379,122,5,4,27367,10505,430
2380,792,1,2,26276,2781,325
2381,304,8,4,29488,16494,368
2382,796,6,2,30891,24397,469
2383,460,5,5,11240,2520,492
2384,861,2,5,15762,16387,121
2385,269,6,3,23530,5094,103
2386,699,4,5,27998,5436,120
2387,749,6,4,46655,21745,287
2388,930,5,3,48716,9451,325
2389,764,4,2,21546,10463,97
2390,167,7,3,6826,24278,110
2391,835,5,5,24135,12420,408
2392,728,2,4,22990,17715,77
2393,9,1,4,43011,28080,159
2394,860,6,3,22021,21130,113
2395,977,1,6,26144,7532,119
2396,233,2,2,40672,1019,461
2397,763,2,3,38416,25399,101
2398,266,6,3,32814,26100,302
2399,496,5,6,47978,5973,44
2400,341,3,3,42542,6977,208
2401,42,8,3,2475,23849,98
2402,704,8,5,49134,2847,168
2403,186,5,4,48844,25477,340
2404,869,3,1,45649,4038,255
2405,763,7,5,21690,15771,317
2406,607,8,4,42647,7367,88
2407,102,7,5,30683,3467,125
2408,151,3,3,31378,18688,433
2409,25,1,1,21732,10775,467
2410,216,5,3,8780,23879,142
2411,55,7,6,45432,19031,196
2412,414,1,3,46438,15865,102
2413,138,7,2,1972,9511,402
2414,958,3,2,45627,13306,202
2415,83,2,3,10008,25039,455
2416,90,7,6,43331,7690,158
2417,250,2,5,1235,26398,334
2418,16,4,3,14470,23983,388
2419,312,6,4,11125,20422,405
2420,424,2,4,31770,26399,218
2421,1094,5,4,41889,16143,384
2422,812,5,1,45144,8855,419
2423,674,4,5,23449,9071,108
2424,249,3,2,10493,7403,210
2425,658,5,2,13067,9059,11
2426,405,2,3,3452,29018,18
2427,1044,5,1,37898,27194,430
2428,450,1,5,34266,1833,384
2429,860,6,6,26730,3689,266
2430,841,2,3,21656,28586,258
2431,823,2,1,18237,17374,425
2432,371,6,6,6012,967,67
2433,464,5,6,35897,17316,357
2434,121,6,3,4470,19373,30
2435,651,7,5,41681,19765,264
2436,1085,3,3,35716,12159,301
2437,620,4,6,19146,15662,73
2438,816,8,4,43736,25547,73
2439,169,8,5,30798,21760,102
2440,179,5,3,3608,23836,122
2441,687,6,3,19856,20130,482
2442,1037,1,3,11330,23282,304
2443,230,8,6,6323,25630,80
2444,732,7,5,12158,21284,212
2445,356,6,2,29897,15253,340
2446,106,1,1,20734,6431,293
2447,811,5,5,9408,1054,140
2448,240,8,5,8526,14618,227
2449,504,3,3,10460,13172,359
2450,153,8,5,9957,10086,193
2451,542,4,1,32738,9222,32
2452,227,4,2,34052,8518,163
2453,413,6,5,14892,22459,80
2454,1016,2,4,27640,13553,424
2455,594,2,5,40515,8128,451
2456,741,3,6,37993,15817,195
2457,154,5,4,6065,21971,160
2458,861,8,1,16534,22354,221
2459,697,5,4,43033,8941,32
2460,998,8,6,43325,18294,216
2461,780,3,6,23695,19756,212
2462,381,1,1,32307,9384,372
2463,61,3,4,28901,4851,426
2464,135,6,5,4833,18523,488
2465,154,2,4,48549,5086,227
2466,480,8,5,42715,19563,129
2467,790,3,2,16162,28134,298
2468,764,4,2,3153,24976,54
2469,435,1,1,31832,26156,235
2470,697,8,6,9729,28626,498
2471,19,7,3,6351,17651,473
2472,137,4,4,19908,7549,228
2473,173,8,6,48587,26912,272
2474,709,5,5,48687,10366,241
2475,571,1,6,34873,5483,241
2476,163,8,3,4280,27371,188
2477,273,7,1,46329,2808,86
2478,252,4,1,45277,1713,247
2479,207,1,6,20247,2055,358
2480,234,3,1,26130,19523,74
2481,68,5,4,10631,21155,130
2482,329,1,3,17210,7570,340
2483,116,2,3,35330,27681,113
2484,588,7,2,23927,17688,271
2485,437,3,2,38881,8055,175
2486,274,5,5,20810,20436,193
2487,266,5,5,9786,17554,356
2488,576,5,2,2905,4975,289
2489,526,2,3,18499,15736,381
2490,722,7,1,49324,26340,173
2491,33,3,1,49029,22791,412
2492,641,1,1,22236,3267,307
2493,619,5,2,28277,27463,367
2494,229,3,6,20446,29388,282
2495,446,5,6,28288,11872,104
2496,272,2,5,25931,14080,150
2497,74,1,6,42428,1596,162
2498,360,1,2,41232,8044,499
2499,490,5,2,43037,24152,193
2500,392,6,3,28732,19865,60
2501,665,5,2,14595,26770,427
2502,130,7,1,20748,26277,382
2503,567,4,2,12419,4581,434
2504,11,7,2,38399,22775,455
2505,81,2,5,39989,27290,224
2506,1059,8,6,6003,3770,429
2507,1094,3,6,39163,20073,278
2508,1087,3,1,6825,10571,46
2509,131,2,5,27443,14257,13
2510,567,4,4,10527,13894,31
2511,757,6,1,35318,8638,416
2512,833,2,6,22116,26354,181
2513,287,3,5,40003,7434,327
2514,708,8,3,38025,19982,333
2515,930,8,4,46312,1907,157
2516,1031,1,5,38696,20439,198
2517,466,3,3,36153,14059,438
2518,769,8,3,8187,13003,55
2519,542,8,2,14189,14890,404
2520,568,5,5,13280,6927,281
2521,1010,5,4,30539,15620,107
2522,304,2,6,40808,4066,389
2523,116,1,5,40751,27794,339
2524,1021,3,2,27277,24350,252
2525,878,5,4,13760,21649,465
2526,1019,1,4,27964,20886,270
2527,937,6,5,34284,26027,334
2528,139,8,2,23027,3815,203
2529,674,5,2,49978,17358,149
2530,63,7,5,18659,18051,459
2531,746,4,3,12174,22017,228
2532,33,6,4,12777,29400,349
2533,1051,6,3,4483,6092,498
2534,502,1,5,5738,3063,332
2535,494,5,4,25762,17715,378
2536,182,8,2,18752,6498,209
2537,401,4,5,30043,4485,339
2538,443,4,1,28952,3873,97
2539,567,5,4,16261,28215,162
2540,1043,3,6,45239,10582,74
2541,868,8,3,27836,3530,373
2542,188,4,2,9862,26991,342
2543,736,7,6,22917,7649,67
2544,117,1,6,15644,26472,353
2545,420,2,5,17829,21087,253
2546,584,5,4,38822,19948,161
2547,644,6,5,22805,5123,448
2548,225,8,1,5211,1367,26
2549,580,8,2,46317,3296,31
2550,470,3,2,22963,24167,305
2551,770,4,3,32408,3527,469
2552,1040,3,4,20347,15366,80
2553,165,1,1,16891,27340,409
2554,722,2,3,44391,23855,169
2555,1011,1,3,24896,15693,455
2556,995,8,4,29437,21425,137
2557,763,4,2,5332,29208,444
2558,634,7,4,40147,18094,184
2559,526,5,4,1854,13594,169
2560,74,7,4,8764,4069,281
2561,526,4,6,14191,21983,38
2562,748,2,2,35044,8083,272
2563,238,1,6,39971,21850,194
2564,583,3,4,20412,9035,347
2565,585,3,6,37890,13670,354
2566,18,8,6,32314,16763,386
2567,722,3,2,2682,3940,117
2568,933,5,3,31709,23514,132
2569,1058,2,3,25377,28965,399
2570,17,4,2,3180,6070,379
2571,817,5,5,15777,19700,258
2572,1093,7,4,41072,28301,150
2573,452,2,3,27729,17557,495
2574,594,1,3,44305,5182,240
2575,406,7,6,3186,7157,346
2576,1088,5,3,10348,27625,483
2577,563,3,3,14793,21771,142
2578,203,1,2,6190,24287,224
2579,650,1,1,42016,24972,323
2580,401,4,5,41383,2203,288
2581,162,4,6,45471,24425,104
2582,325,8,2,23155,16310,101
2583,993,5,3,14782,13405,387
2584,854,4,4,48371,11466,493
2585,1041,2,1,8823,2723,20
2586,250,2,2,44520,13448,428
2587,5,8,5,28062,24128,482
2588,774,7,6,11950,6028,301
2589,934,4,2,26194,27427,374
2590,552,6,2,3578,26510,246
2591,735,1,5,6944,20517,403
2592,343,8,2,21940,19261,342
2593,113,4,4,17445,22263,429
2594,569,7,3,31720,26579,63
2595,567,8,4,22130,3452,252
2596,439,2,5,48649,12952,142
2597,1004,5,3,23613,9655,487
2598,1063,2,4,11818,20181,328
2599,29,5,3,4711,11649,52
2600,660,7,4,15724,18971,147
2601,954,8,5,35494,8900,411
2602,869,4,1,22986,5922,466
2603,301,1,2,10848,25284,58
2604,883,4,2,32703,11781,103
2605,718,5,2,33389,770,242
2606,245,4,5,47340,22666,499
2607,978,1,5,3798,13194,311
2608,675,4,2,24535,16588,72
2609,793,3,4,3941,4587,354
2610,854,3,2,42448,3701,362
2611,768,6,6,18974,23727,389
2612,910,8,2,34467,27231,462
2613,353,7,4,33447,28424,470
2614,755,7,5,32246,27327,163
2615,179,4,4,19686,13587,177
2616,1008,1,4,34790,895,110
2617,188,2,3,19075,25956,106
2618,607,7,6,17650,28203,50
2619,430,5,4,39863,23142,68
2620,923,6,6,7313,27116,101
2621,238,8,5,10213,13250,65
2622,695,8,1,11943,7708,390
2623,1048,3,6,38391,6005,188
2624,868,6,2,28641,28900,35
2625,898,4,6,44176,4835,395
2626,712,5,5,18467,6644,12
2627,31,8,3,34867,3790,94
2628,849,6,6,39357,24122,448
2629,1077,6,3,33707,27593,176
2630,974,6,1,42388,22877,108
2631,977,2,5,7900,29328,443
2632,1069,2,5,5117,5488,447
2633,134,4,5,8851,13702,454
2634,28,2,5,2889,12284,404
2635,282,8,4,31656,25877,375
2636,356,1,3,1251,7911,463
2637,434,5,2,36634,11657,498
2638,963,2,2,36666,4953,40
2639,617,4,3,36678,14357,351
2640,1072,3,4,45216,8621,233
2641,665,8,3,31117,16289,274
2642,797,6,4,10002,17943,355
2643,580,1,2,23785,21874,249
2644,393,5,5,9127,20526,393
2645,733,4,4,20865,4366,143
2646,313,2,2,6986,10475,191
2647,509,3,2,24525,18220,73
2648,768,7,5,14783,14729,235
2649,593,4,5,6218,3539,448
2650,1023,3,4,6397,6782,153
2651,792,4,6,21725,19798,434
2652,484,7,4,19340,15067,286
2653,881,8,4,7898,12248,132
2654,420,7,6,18611,8802,133
2655,737,1,2,22136,6110,233
2656,656,7,6,36704,9371,354
2657,586,7,2,36097,27654,295
2658,1031,5,2,8658,16014,205
2659,609,4,6,12591,7742,439
2660,575,3,3,2216,3804,210
2661,573,7,2,8135,11423,267
2662,692,6,4,35437,21241,365
2663,811,3,3,12858,5014,206
2664,76,4,2,25324,21036,216
2665,316,1,4,43896,809,322
2666,454,5,2,35827,13598,478
2667,877,3,2,29777,12313,286
2668,634,1,6,9382,27708,12
2669,288,8,2,19376,8535,372
2670,83,3,4,9077,25249,76
2671,784,4,3,47778,14597,484
2672,552,4,3,20169,17655,56
2673,894,7,5,38390,25596,285
2674,450,7,2,9605,16146,447
2675,258,1,4,19406,13627,226
2676,635,5,6,21885,18616,366
2677,1039,2,6,2981,6887,75
2678,803,2,1,14019,23330,231
2679,747,6,2,17719,13494,360
2680,1067,4,5,47063,23572,268
2681,681,3,1,21832,18685,366
2682,701,7,1,16302,7012,357
2683,735,5,5,49745,19456,83
2684,684,7,3,47034,3114,436
2685,765,6,5,26209,12151,76
2686,1017,4,4,39019,8294,93
2687,151,7,2,25996,4665,353
2688,837,2,1,38372,10216,290
2689,270,3,3,20751,29118,148
2690,17,8,6,37198,28224,445
2691,476,7,1,2418,21162,33
2692,727,5,2,34703,15064,230
2693,619,2,4,28260,13473,175
2694,686,1,2,27284,10971,390
2695,1042,1,5,39320,15031,404
2696,800,8,6,29750,6493,105
2697,1005,1,3,39772,13839,365
2698,970,1,6,23217,9601,318
2699,516,2,1,11920,15324,273
2700,1094,6,6,30855,20300,55
2701,756,6,5,2066,8373,378
2702,407,2,4,48455,7819,327
2703,557,4,4,4148,16125,101
2704,252,5,5,12001,25771,23
2705,831,3,2,14967,6304,119
2706,746,5,4,8493,17535,44
2707,415,7,3,42054,579,254
2708,543,2,2,14588,21477,63
2709,1080,6,5,20292,9192,94
2710,666,2,1,36155,3028,365
2711,817,8,6,34535,19127,476
2712,238,7,3,48345,2104,456
2713,313,2,4,47532,17443,98
2714,5,1,5,43607,14381,88
2715,371,3,2,23444,5784,430
2716,297,2,1,18823,2981,218
2717,298,6,4,9814,9535,17
2718,774,6,3,16658,13728,464
2719,1089,8,5,49549,24245,246
2720,790,8,1,32959,27270,143
2721,1087,4,5,35310,28463,235
2722,299,1,1,12662,29267,405
2723,12,1,6,20407,12024,352
2724,163,5,3,3621,17163,56
2725,458,5,2,28745,23026,456
2726,866,2,6,8252,22888,182
2727,70,2,3,46090,13912,48
2728,1078,2,3,47672,22744,40
2729,188,4,1,23941,11301,317
2730,848,2,4,41631,11926,297
2731,884,8,2,39930,8501,46
2732,686,4,3,14438,5586,474
2733,701,3,4,4401,22577,288
2734,613,4,2,22916,29298,79
2735,816,2,5,13276,21517,417
2736,128,1,1,28407,9722,100
2737,451,2,3,43744,25936,385
2738,704,1,4,7729,24415,323
2739,570,7,4,19368,21657,420
2740,606,5,4,45855,3199,471
2741,613,8,3,4768,27245,182
2742,884,3,5,18671,11260,495
2743,84,1,3,26013,1547,186
2744,239,1,5,47925,10783,23
2745,442,6,5,25554,18047,349
2746,974,5,5,29248,4552,371
2747,256,5,3,35438,20037,486
2748,986,3,3,10257,21940,466
2749,8,7,4,16466,25509,423
2750,142,5,2,10873,13810,294
2751,309,6,6,48543,9488,53
2752,1060,3,1,1983,16174,482
2753,94,8,2,12261,15210,360
2754,755,8,6,46780,24551,173
2755,172,7,1,48562,20662,412
2756,735,4,1,42391,28441,381
2757,554,2,1,31630,2968,478
2758,355,3,1,47248,3158,159
2759,483,3,1,32459,899,231
2760,535,5,5,11026,24489,362
2761,1064,8,6,41788,24655,109
2762,1085,8,1,16679,21865,11
2763,591,6,4,18576,27899,454
2764,459,5,4,28261,5616,221
2765,176,1,2,40808,8730,80
2766,1035,2,6,13763,2428,276
2767,887,1,3,19780,10633,38
2768,845,5,5,12933,8314,120
2769,788,7,6,49111,18466,413
2770,517,3,2,31095,29899,475
2771,1046,7,1,5951,13375,342
2772,1084,2,6,29435,21657,267
2773,852,1,6,42877,13922,107
2774,461,4,4,9532,21815,79
2775,529,1,6,19774,16465,271
2776,94,5,4,13201,29463,367
2777,310,8,2,17862,10664,98
2778,74,8,4,48447,28260,349
2779,260,8,5,3116,8611,120
2780,500,4,1,7849,12781,184
2781,623,1,6,22416,20773,205
2782,974,3,1,7135,21958,179
2783,635,8,5,11025,4133,20
2784,909,1,4,41193,17043,253
2785,150,4,1,27545,10431,436
2786,543,1,4,25308,27210,85
2787,831,3,6,36777,8900,52
2788,78,7,5,27820,12352,82
2789,757,7,1,37264,6397,432
2790,360,8,6,20375,2212,229
2791,324,4,1,40413,15126,167
2792,735,2,4,43336,26103,140
2793,289,4,5,45951,28711,55
2794,764,1,2,36083,24502,54
2795,590,2,4,15222,29975,30
2796,524,4,6,33082,662,176
2797,414,3,2,25353,713,145
2798,884,7,6,21116,27293,414
2799,25,7,4,44868,5255,110
2800,227,6,5,26353,4797,24
2801,1077,3,2,27748,28266,26
2802,859,3,3,13875,11185,375
2803,779,7,2,10987,10456,497
2804,633,3,6,27391,27111,82
2805,331,4,6,21354,11463,37
2806,1019,2,1,43899,12469,192
2807,714,3,5,3393,19558,302
2808,1025,2,1,32236,17650,315
2809,750,7,3,18236,10563,70
2810,198,6,3,33039,25403,171
2811,290,7,2,16606,25301,273
2812,442,1,6,38522,10811,241
2813,977,2,6,32811,15529,418
2814,628,4,5,19235,4813,232
2815,1094,4,2,23273,16982,286
2816,208,7,6,44485,17039,455
2817,612,1,5,18837,28426,149
2818,388,6,4,34396,19079,107
2819,636,4,3,14909,2841,15
2820,944,6,4,2940,14689,493
2821,1010,3,1,19466,17928,334
2822,587,2,2,11786,12784,400
2823,231,3,3,7017,16966,494
2824,422,1,4,31272,9038,412
2825,965,5,6,14877,6266,201
2826,965,5,5,4253,1554,390
2827,796,4,3,32061,23334,401
2828,465,2,2,26091,3719,134
2829,1018,7,2,4874,10096,76
2830,25,4,6,25346,2718,168
2831,935,6,1,2261,4035,202
2832,245,2,4,30827,5612,245
2833,380,1,6,44618,21789,194
2834,539,7,2,30915,12648,332
2835,861,7,5,45461,21815,72
2836,661,6,1,49420,14408,281
2837,452,1,3,33804,15935,52
2838,539,2,6,2821,25044,473
2839,467,1,4,28861,24581,318
2840,938,2,3,48191,24176,355
2841,600,8,5,43966,21348,140
2842,560,7,5,31861,2522,80
2843,959,2,2,13843,8150,132
2844,386,1,6,17552,7758,119
2845,48,5,6,12346,6648,305
2846,89,1,3,37620,5791,466
2847,690,4,1,6094,510,238
2848,227,2,2,46520,27512,238
2849,305,1,6,40313,8346,474
2850,1090,1,1,32683,21320,43
2851,706,1,1,42345,29446,217
2852,164,8,2,43619,19614,468
2853,706,1,5,10516,24656,149
2854,197,6,3,40422,9272,400
2855,1017,2,1,44049,24839,188
2856,21,3,5,38115,8235,105
2857,452,8,3,36314,26111,148
2858,247,7,5,39565,24319,415
2859,185,8,1,18778,29233,46
2860,3,6,5,45100,8790,250
2861,304,2,3,17884,22088,264
2862,463,8,6,6847,4442,115
2863,266,4,1,33712,17824,271
2864,833,6,6,49135,25179,324
2865,200,7,5,38936,26449,34
2866,214,1,1,18452,6059,139
2867,538,2,2,30023,16388,178
2868,634,7,3,24621,19765,466
2869,228,3,6,43969,27166,343
2870,348,3,5,39691,8560,153
2871,622,4,4,32514,5249,98
2872,34,3,1,12371,29213,232
2873,1037,5,3,42897,12000,462
2874,344,1,4,44086,24008,234
2875,214,5,2,23000,19560,60
2876,21,6,2,30815,19733,217
2877,238,6,6,48309,21104,383
2878,339,7,2,7101,7025,265
2879,752,2,2,32857,29626,383
2880,603,5,3,24167,7079,366
2881,1089,3,2,49697,4188,443
2882,948,6,5,6524,4859,424
2883,389,8,2,36790,27610,149
2884,867,7,6,24812,22196,274
2885,522,7,6,36502,21990,312
2886,336,5,4,47881,13030,318
2887,654,2,2,29024,22117,172
2888,675,6,5,6725,18313,297
2889,206,7,5,16668,27023,314
2890,571,6,1,19346,9413,58
2891,839,2,6,23740,16832,33
2892,964,7,1,33089,20509,124
2893,653,2,1,46025,26446,258
2894,194,1,6,6840,26907,412
2895,503,8,6,48192,3844,257
2896,926,8,1,12419,1512,380
2897,860,6,2,36378,29985,76
2898,860,3,1,34515,28733,210
2899,165,6,1,24416,14945,289
2900,860,5,3,6899,10226,412
2901,594,1,2,1567,25937,66
2902,431,5,5,27047,5629,435
2903,323,3,1,43916,14810,327
2904,37,4,1,19733,11329,39
2905,233,5,1,27472,12167,239
2906,990,3,3,46086,4379,113
2907,1090,1,2,35411,14006,71
2908,1027,8,2,49896,7264,403
2909,1084,7,5,22308,8946,152
2910,916,7,3,27656,12966,124
2911,779,7,6,9667,13706,325
2912,475,8,2,18823,7999,405
2913,533,6,5,17969,21484,316
2914,348,8,4,26178,2093,203
2915,602,7,6,41477,17764,109
2916,216,5,2,12816,6787,428
2917,724,6,6,34129,16351,228
2918,260,7,1,1409,19222,193
2919,494,8,1,5503,20475,398
2920,726,1,3,17149,797,372
2921,493,3,2,1360,12217,347
2922,1044,8,5,24891,3089,298
2923,1042,7,3,21482,964,90
2924,266,2,3,33177,20776,225
2925,1040,1,1,24170,13793,468
2926,373,7,5,5342,12396,162
2927,673,3,3,39938,25497,82
2928,225,5,3,39725,15056,284
2929,232,4,3,22015,7594,334
2930,381,2,6,33346,26472,251
2931,690,4,1,20151,26814,485
2932,815,8,3,10200,25040,425
2933,868,5,4,28106,2475,453
2934,1041,5,4,15370,28828,182
2935,414,4,6,8148,16416,307
2936,1033,8,5,47106,2327,449
2937,675,7,5,17608,704,58
2938,934,1,4,44874,16737,210
2939,549,4,4,45652,1404,481
2940,173,8,6,8491,2232,124
2941,531,4,4,17135,19791,183
2942,688,7,2,25841,3084,51
2943,829,7,5,9012,15410,295
2944,376,6,6,47515,17866,15
2945,255,8,1,7258,3888,141
2946,189,8,2,14158,16888,302
2947,593,5,6,27780,25636,82
2948,110,6,3,9607,11268,262
2949,97,3,6,6022,18333,423
2950,437,7,1,28993,10996,289
2951,636,7,3,15453,15464,282
2952,965,5,5,2362,25507,136
2953,364,7,1,1370,6888,66
2954,494,3,5,27003,10638,261
2955,38,5,1,4976,3560,372
2956,279,7,1,32271,20932,150
2957,1090,4,6,24869,5346,367
2958,376,2,1,43623,806,378
2959,103,2,5,45746,13741,360
2960,220,5,2,7317,13620,109
2961,316,4,1,17203,15720,400
2962,274,4,5,25707,24427,227
2963,1074,8,6,17037,19358,89
2964,638,4,6,22094,8845,111
2965,901,5,6,20804,10035,392
2966,573,2,1,18219,27944,388
2967,708,3,2,34107,16547,283
2968,926,8,6,17102,10142,445
2969,616,8,1,41811,4089,86
2970,342,5,3,20734,17164,376
2971,468,4,6,24951,19326,79
2972,912,1,1,13461,21901,460
2973,128,8,2,36754,29037,50
2974,1,6,6,31904,3548,145
2975,426,2,2,2898,28004,446
2976,704,6,6,6047,1821,245
2977,914,5,1,12769,14511,206
2978,556,2,5,6493,28413,69
2979,958,1,5,8941,29131,464
2980,72,3,3,49531,2833,39
2981,67,1,5,35107,22216,415
2982,1054,2,6,49384,21928,247
2983,206,7,3,39963,11027,437
2984,529,7,1,19851,1819,147
2985,78,7,6,25746,2193,34
2986,711,6,6,35561,6803,466
2987,851,4,5,22052,21063,217
2988,747,7,4,39706,10202,392
2989,567,3,6,45180,5275,197
2990,1092,7,2,43764,9847,482
2991,408,8,4,29016,26922,44
2992,166,5,5,6905,23493,264
2993,58,6,3,9278,14392,193
2994,741,1,3,26214,22000,305
2995,668,1,4,35350,3268,293
2996,670,8,5,15304,13817,345
2997,1075,1,1,21644,27897,274
2998,53,7,3,9282,29390,442
2999,330,7,5,39142,8441,223
3000,642,4,4,40950,27726,286
3001,739,1,4,46860,18545,459
3002,359,1,4,31258,2718,420
3003,1057,7,5,19914,2447,448
3004,143,6,3,48480,15219,332
3005,589,4,3,41357,13936,478
3006,408,7,2,28515,28114,484
3007,902,3,3,1880,24051,330
3008,45,8,5,46093,15209,175
3009,360,5,2,18833,10218,193
3010,831,4,6,12046,11384,250
3011,1053,8,6,13985,1370,345
3012,1028,8,5,19168,17850,271
3013,316,6,5,11332,21403,236
3014,724,5,5,17072,26431,350
3015,789,3,2,18676,18214,61
3016,912,1,4,5824,8248,181
3017,1054,8,5,48558,3644,53
3018,318,8,4,33388,19227,376
3019,58,8,1,37004,16146,212
3020,96,7,2,1860,2953,310
3021,91,5,1,20682,10412,38
3022,886,5,4,24932,11432,349
3023,598,5,1,39576,22461,306
3024,621,3,3,23941,15526,367
3025,28,2,5,30071,4441,341
3026,155,1,4,41082,23871,83
3027,342,2,5,5595,21776,115
3028,627,3,3,13038,3120,168
3029,771,1,2,41645,17603,489
3030,300,2,2,23802,3720,45
3031,849,3,5,43193,5083,105
3032,1050,2,6,28057,26753,262
3033,483,8,2,30835,25946,464
3034,1053,1,5,36026,8761,158
3035,602,3,3,6015,13018,413
3036,1023,1,3,24566,24650,400
3037,970,4,3,29003,9884,196
3038,973,4,6,40435,15969,315
3039,934,2,1,30167,18651,40
3040,659,7,1,9824,7202,97
3041,1028,8,6,1385,3171,164
3042,1059,3,2,25814,19627,190
3043,463,8,6,38611,17722,273
3044,471,1,6,4872,8507,194
3045,567,7,5,37639,16018,231
3046,760,5,5,28704,27780,456
3047,1062,2,1,36218,20391,55
3048,917,7,2,5645,17865,93
3049,404,4,1,45380,15290,275
3050,931,7,1,46313,16670,82
3051,369,2,3,40375,20143,489
3052,62,7,5,12704,9569,275
3053,97,2,6,31388,17571,288
3054,229,4,2,42154,25902,199
3055,901,4,1,11504,24413,144
3056,1060,8,3,44125,17998,489
3057,902,2,4,14474,11240,64
3058,20,8,6,33406,22109,285
3059,372,3,5,42216,21989,283
3060,652,1,1,10668,9572,382
3061,931,4,4,41572,27935,369
3062,113,5,4,13790,14114,462
3063,675,7,3,6848,28180,71
3064,965,5,6,30750,20300,205
3065,399,1,2,15785,9148,451
3066,27,4,4,20256,13910,382
3067,224,2,1,49585,23817,290
3068,1032,3,2,1851,649,419
3069,1083,5,6,24680,1111,307
3070,712,2,2,5837,7317,258
3071,716,7,2,35968,12836,104
3072,1065,1,2,13116,1148,145
3073,845,4,4,49515,19486,417
3074,731,6,5,16563,12341,132
3075,561,6,4,47369,24358,148
3076,382,6,3,35363,23836,74
3077,628,3,2,5310,568,302
3078,190,5,1,42182,6987,334
3079,974,2,6,24944,29471,46
3080,666,3,3,7820,11288,472
3081,609,4,4,33545,21086,437
3082,722,2,4,26884,19381,240
3083,171,6,4,8082,23749,412
3084,839,2,4,33032,29802,31
3085,742,7,5,27516,19761,276
3086,679,6,4,31929,11437,367
3087,532,6,2,22347,20732,155
3088,538,1,6,45294,17210,175
3089,581,4,5,22145,5401,254
3090,308,4,4,26481,17226,295
3091,879,5,6,38122,26873,13
3092,1041,5,1,16372,3557,71
3093,672,5,4,41074,11744,181
3094,72,1,4,49514,1967,36
3095,624,3,4,19203,13703,214
3096,844,4,2,46495,13618,437
3097,737,7,3,21903,5522,34
3098,784,4,2,13763,8670,430
3099,912,6,1,4882,8356,175
3100,737,8,5,29993,4326,71
3101,372,2,6,6722,1702,206
