LoadID,DateKey,TableName,RecordCount,MissingValues,ErrorCount,LoadDurationSeconds,LoadStatus
1156,779,Loan,87896,457,60,578,Success
1157,711,Loan,15657,2946,321,613,Success
1158,455,Transaction,34545,2724,365,409,Success
1159,740,Transaction,60240,1534,78,775,Success
1160,4,Branch,13282,406,60,657,Success
1161,1010,Branch,184310,1972,464,102,Success
1162,817,Card,99796,1851,129,49,Success
1163,158,Customer,74361,3649,443,301,Success
1164,500,Card,54006,4485,326,563,Success
1165,396,Branch,121207,4397,199,700,Success
1166,200,Account,11475,3232,250,527,Fail
1167,794,Transaction,122864,1746,151,616,Success
1168,634,Account,58295,4222,270,522,Success
1169,113,Branch,170188,2287,275,631,Success
1170,835,Loan,137528,2726,67,737,Success
1171,911,Customer,37327,1455,36,261,Success
1172,820,Customer,127558,4907,306,300,Success
1173,60,Customer,30954,1061,180,464,Success
1174,773,Product,145639,2594,115,719,Success
1175,823,Transaction,74643,1107,463,501,Success
1176,396,Account,10498,168,42,287,Success
1177,447,Card,111426,3,95,297,Success
1178,55,Transaction,162299,2017,277,394,Success
1179,415,Loan,100172,2560,214,590,Success
1180,305,Customer,140623,2781,394,240,Success
1181,321,Account,53531,1655,165,459,Success
1182,394,Loan,87660,3960,372,412,Success
1183,303,Loan,31441,1072,459,747,Fail
1184,655,Transaction,38307,4408,161,397,Success
1185,70,Loan,43680,2853,140,133,Success
1186,954,Customer,98242,711,39,436,Success
1187,52,Customer,131305,4164,221,76,Success
1188,523,Customer,46953,3340,110,578,Success
1189,853,Branch,59391,633,495,708,Success
1190,8,Loan,124272,3189,19,550,Success
1191,633,Card,66671,3201,122,593,Success
1192,317,Loan,164907,3897,219,452,Success
1193,51,Branch,123481,3605,234,492,Success
1194,976,Product,65796,1472,291,565,Success
1195,521,Customer,172215,4197,206,268,Success
1196,6,Card,4977,4558,187,440,Success
1197,25,Loan,168856,2800,56,342,Success
1198,929,Customer,111294,4785,310,210,Success
1199,783,Transaction,100756,786,39,137,Fail
1200,969,Product,113469,3506,65,171,Success
1201,77,Branch,126456,3395,188,704,Success
1202,203,Card,166181,2676,378,524,Success
1203,361,Transaction,16400,1023,17,166,Success
1204,470,Customer,117249,4722,117,562,Success
1205,406,Transaction,193802,1602,302,501,Success
1206,1000,Transaction,17661,1179,472,238,Success
1207,587,Card,51685,2606,153,587,Success
1208,346,Customer,8237,759,438,320,Success
1209,435,Branch,82811,2100,193,357,Success
1210,321,Loan,56693,2011,402,329,Success
1211,1067,Product,74579,3370,0,525,Success
1212,571,Transaction,24467,2415,56,241,Fail
1213,640,Card,38823,2406,34,115,Success
1214,329,Loan,58102,3929,67,685,Success
1215,89,Loan,189406,1609,109,139,Success
1216,494,Transaction,185161,1618,497,143,Success
1217,732,Customer,166500,899,43,633,Success
1218,202,Transaction,176897,2502,330,57,Success
1219,604,Customer,59631,3550,279,510,Success
1220,214,Transaction,29328,818,24,637,Success
1221,152,Product,141227,1760,455,302,Success
1222,375,Transaction,181132,233,442,577,Success
1223,225,Branch,70693,3451,326,104,Success
1224,934,Account,144596,2342,357,370,Success
1225,789,Card,71919,4259,350,505,Success
1226,291,Loan,50434,4935,270,105,Fail
1227,513,Product,36787,293,401,135,Success
1228,1045,Transaction,43548,3314,423,342,Success
1229,568,Loan,185459,857,366,743,Success
1230,1053,Transaction,50296,978,73,148,Success
1231,775,Loan,81180,973,43,793,Success
1232,507,Card,93920,2154,308,402,Success
1233,11,Card,70150,3356,274,94,Success
1234,552,Card,194763,3171,59,21,Success
1235,534,Customer,41482,3703,13,237,Success
1236,818,Account,170549,12,283,559,Success
1237,14,Transaction,178591,4741,237,536,Success
1238,903,Loan,79122,4643,75,384,Success
1239,174,Branch,56629,1922,217,454,Success
1240,444,Customer,158831,2733,300,98,Success
1241,577,Loan,179483,2536,458,398,Success
1242,681,Product,117515,3470,279,530,Success
1243,292,Transaction,63821,567,282,192,Success
1244,321,Customer,2672,4990,390,719,Success
1245,510,Product,45684,3362,231,141,Success
1246,173,Branch,161574,4625,493,421,Success
1247,1072,Account,160420,2799,256,549,Success
1248,809,Customer,181816,1764,131,598,Success
1249,908,Card,50002,3285,329,614,Success
1250,1047,Transaction,107861,837,101,672,Success
1251,361,Product,194226,4017,251,40,Fail
1252,928,Product,128177,3347,290,776,Success
1253,452,Product,29978,2972,284,651,Success
1254,280,Transaction,177616,1793,52,654,Fail
1255,895,Product,180477,1540,389,685,Success
1256,688,Customer,142587,1383,413,240,Success
1257,981,Customer,91816,3974,191,142,Success
1258,99,Transaction,2534,2849,401,285,Success
1259,333,Loan,172823,3142,498,91,Fail
1260,297,Card,64204,336,278,175,Fail
1261,846,Card,194367,3595,66,135,Fail
1262,132,Account,69435,984,339,698,Success
1263,608,Loan,2834,3127,348,375,Success
1264,16,Loan,22371,336,167,435,Success
1265,593,Loan,51997,2915,466,219,Success
1266,434,Customer,59659,971,296,29,Success
1267,401,Account,172998,4995,386,655,Fail
1268,505,Loan,94218,3936,116,717,Success
1269,781,Branch,126932,501,20,443,Success
1270,334,Transaction,175605,4976,7,255,Fail
1271,849,Product,165356,3427,144,513,Success
1272,241,Account,2133,4117,166,212,Success
1273,748,Loan,13906,4298,319,482,Success
1274,702,Customer,95143,606,71,155,Success
1275,1030,Loan,29910,1787,422,379,Success
1276,812,Transaction,14131,2070,65,44,Fail
1277,557,Product,137332,867,158,184,Fail
1278,556,Branch,176527,2482,150,145,Success
1279,437,Card,89402,2746,132,736,Success
1280,465,Account,173124,3580,410,276,Success
1281,473,Account,26657,1078,176,212,Success
1282,638,Account,134294,1998,203,589,Success
1283,929,Customer,62862,256,254,649,Success
1284,836,Loan,181374,729,233,556,Success
1285,42,Loan,135556,4902,2,200,Success
1286,585,Product,138251,1626,345,585,Success
1287,982,Product,26318,2259,305,155,Success
1288,298,Product,149669,2845,37,445,Success
1289,119,Loan,105380,4799,116,454,Success
1290,327,Transaction,97039,2407,33,463,Success
1291,572,Transaction,125806,1416,346,693,Success
1292,111,Card,96382,4665,10,183,Success
1293,1092,Customer,176763,167,362,582,Success
1294,1032,Loan,127300,295,418,326,Success
1295,717,Customer,93522,840,66,712,Success
1296,27,Account,128145,4385,191,216,Success
1297,851,Product,63086,435,314,53,Success
1298,1020,Product,194511,2490,427,438,Success
1299,391,Product,178823,3575,471,315,Success
1300,965,Card,142037,515,307,325,Fail
1301,133,Product,84175,3867,261,722,Success
1302,466,Branch,116219,772,293,716,Success
1303,950,Loan,32611,2260,46,639,Success
1304,26,Customer,81456,4119,419,485,Success
1305,454,Loan,29577,4029,425,294,Success
1306,176,Account,57038,10,46,61,Success
1307,316,Loan,88843,963,367,544,Success
1308,779,Card,88291,431,241,350,Success
1309,938,Loan,54600,4997,403,566,Success
1310,195,Account,182671,1921,443,548,Success
1311,711,Transaction,109774,1818,324,102,Success
1312,1078,Card,88386,1547,421,657,Success
1313,817,Transaction,17168,4506,307,519,Success
1314,101,Card,126232,1537,193,606,Fail
1315,290,Transaction,137927,3087,406,147,Success
1316,593,Account,53499,4488,281,446,Fail
1317,828,Card,190965,1748,389,479,Success
1318,90,Transaction,192745,2254,137,585,Success
1319,920,Transaction,178341,1142,121,103,Success
1320,528,Transaction,56931,273,441,112,Success
1321,184,Loan,29177,170,430,509,Success
1322,256,Branch,122469,738,251,770,Success
1323,427,Account,92476,3322,452,227,Success
1324,228,Branch,108875,2612,108,651,Success
1325,527,Transaction,17066,736,302,660,Success
1326,11,Product,36921,842,75,363,Success
1327,886,Card,57489,2943,59,786,Success
1328,519,Transaction,92132,2406,148,265,Success
1329,1095,Account,131695,1355,450,232,Success
1330,160,Customer,156949,4726,257,582,Fail
1331,980,Product,170780,2048,315,626,Fail
1332,89,Account,80902,1832,175,674,Success
1333,87,Branch,8758,23,104,73,Success
1334,1042,Transaction,120576,2879,314,233,Success
1335,888,Product,1241,2597,491,189,Success
1336,869,Loan,169959,975,151,162,Success
1337,627,Card,44746,1286,174,284,Success
1338,1088,Account,49621,4091,64,605,Fail
1339,272,Loan,43242,1843,49,727,Success
1340,588,Card,21153,3140,96,614,Success
1341,685,Loan,151802,1657,135,522,Fail
1342,147,Card,16814,444,329,369,Success
1343,575,Branch,147103,1028,84,279,Success
1344,212,Account,149493,3988,366,710,Success
1345,300,Account,7554,1024,25,677,Success
1346,472,Loan,25594,803,279,527,Success
1347,150,Product,43251,3499,329,470,Success
1348,764,Customer,186431,1211,339,777,Success
1349,126,Card,15596,623,467,566,Success
1350,614,Product,190149,1936,235,509,Success
1351,713,Account,131576,580,94,629,Success
1352,149,Customer,158696,1051,493,701,Success
1353,348,Customer,8948,451,481,537,Success
1354,1022,Product,144178,900,432,540,Success
1355,981,Branch,155568,4041,362,439,Fail
1356,326,Product,56613,1613,223,94,Success
1357,421,Customer,166141,1278,432,87,Success
1358,763,Branch,188608,4735,174,659,Success
1359,332,Loan,121028,4849,67,252,Success
1360,352,Account,12763,3941,140,185,Success
1361,476,Branch,66072,3521,405,291,Success
1362,743,Transaction,174443,2509,346,252,Success
1363,851,Card,72349,3902,5,392,Fail
1364,631,Transaction,93344,1290,489,773,Success
1365,254,Account,50115,2339,353,614,Success
1366,237,Card,80117,4981,355,64,Success
1367,347,Transaction,31887,2559,316,609,Fail
1368,269,Product,185810,535,239,359,Success
1369,1044,Transaction,105730,329,78,341,Success
1370,351,Account,14618,4881,392,743,Success
1371,999,Transaction,77342,3780,133,639,Success
1372,780,Loan,156062,1063,211,212,Success
1373,198,Branch,96835,2145,150,417,Success
1374,955,Customer,196799,1909,494,342,Success
1375,419,Loan,185127,2629,373,164,Success
1376,240,Loan,159485,128,449,183,Success
1377,520,Transaction,116476,2945,454,623,Success
1378,623,Card,113568,662,258,62,Success
1379,55,Branch,18288,652,236,655,Fail
1380,633,Account,52721,2410,183,433,Success
1381,68,Account,159708,233,350,269,Success
1382,448,Card,160446,4683,415,607,Success
1383,960,Account,14710,2832,278,139,Success
1384,961,Customer,195201,4627,454,607,Fail
1385,454,Product,57948,4005,106,168,Success
1386,401,Branch,30253,677,398,58,Fail
1387,971,Loan,128721,3184,479,557,Success
1388,470,Account,100562,4041,29,218,Fail
1389,520,Customer,2896,3040,287,615,Success
1390,235,Account,131893,3994,192,462,Success
1391,768,Customer,94286,4637,410,606,Success
1392,964,Customer,23900,836,181,588,Success
1393,1049,Product,59184,3491,203,329,Fail
1394,939,Transaction,98289,461,413,338,Success
1395,666,Product,27549,1748,488,349,Success
1396,866,Customer,5700,1403,216,758,Fail
1397,407,Product,75459,3998,389,374,Success
1398,162,Account,60505,1282,332,495,Success
1399,507,Transaction,184754,4741,438,345,Success
1400,905,Loan,188938,4426,38,562,Success
1401,878,Account,96655,1320,222,314,Success
1402,117,Branch,6882,2328,338,517,Success
1403,640,Loan,76060,4702,117,722,Success
1404,754,Transaction,187348,1930,58,614,Success
1405,545,Loan,167266,1153,321,44,Success
1406,850,Transaction,170771,706,262,606,Success
1407,814,Product,47343,3198,349,542,Success
1408,397,Card,10985,412,464,53,Success
1409,282,Loan,83317,956,174,382,Success
1410,1065,Transaction,171677,2375,148,282,Success
1411,839,Card,36597,4319,182,316,Success
1412,1058,Branch,87813,1221,69,685,Success
1413,49,Branch,77804,4694,458,329,Success
1414,350,Card,183424,3648,198,563,Success
1415,894,Loan,130715,592,48,116,Success
1416,1061,Account,52003,2899,323,177,Success
1417,801,Card,130900,105,486,20,Success
1418,742,Card,78185,3207,460,205,Success
1419,44,Branch,161543,303,241,400,Success
1420,327,Transaction,16247,3075,109,440,Success
1421,757,Transaction,177091,4252,349,556,Success
1422,514,Loan,111883,4342,404,409,Fail
1423,391,Branch,65733,1742,276,76,Success
1424,70,Card,194459,4062,421,409,Success
1425,350,Loan,120497,553,54,326,Success
1426,767,Branch,147751,3597,217,20,Success
1427,579,Account,137581,1682,86,100,Success
1428,601,Branch,39394,4854,258,125,Success
1429,794,Product,71681,678,130,337,Success
1430,1077,Product,163555,3710,423,443,Success
1431,1081,Account,53590,3416,324,591,Success
1432,900,Card,42840,2891,469,558,Success
1433,613,Loan,118675,373,369,117,Success
1434,617,Customer,17828,3970,276,399,Success
1435,810,Transaction,12690,1077,267,374,Fail
1436,116,Customer,24274,4932,365,85,Fail
1437,274,Transaction,119645,4476,122,422,Success
1438,1071,Branch,5354,1263,56,653,Success
1439,170,Product,139607,580,255,271,Success
1440,449,Transaction,123045,4358,461,351,Success
1441,245,Transaction,76368,1657,366,481,Success
1442,1035,Branch,120283,4301,104,686,Success
1443,275,Customer,198631,4493,148,599,Fail
1444,521,Loan,149900,4245,272,42,Success
1445,421,Account,96814,386,42,439,Fail
1446,384,Account,190525,1784,363,96,Success
1447,888,Customer,174298,4542,444,131,Success
1448,868,Customer,78953,538,185,720,Success
1449,272,Transaction,177632,2688,440,131,Success
1450,1075,Transaction,66153,2819,271,515,Success
1451,629,Product,184973,1095,489,109,Success
1452,719,Account,53973,365,494,488,Success
1453,742,Account,64260,3879,96,195,Success
1454,1011,Card,140802,2168,469,83,Success
1455,98,Product,155564,4016,134,542,Success
1456,834,Account,180898,3244,363,210,Success
1457,932,Transaction,94954,1929,178,110,Success
1458,363,Loan,133367,3876,279,422,Success
1459,334,Product,194291,1825,435,590,Success
1460,707,Account,130465,460,160,624,Success
1461,396,Card,113870,3767,177,41,Success
1462,70,Customer,177323,751,462,207,Success
1463,495,Branch,167840,3048,474,29,Fail
1464,4,Loan,7197,4049,492,117,Success
1465,619,Product,169878,1713,495,429,Success
1466,336,Customer,23511,4567,323,124,Success
1467,337,Loan,117233,2085,3,731,Fail
1468,163,Loan,193829,3030,178,161,Fail
1469,853,Customer,31993,2473,181,744,Success
1470,225,Branch,130663,4151,17,124,Fail
1471,1001,Customer,193194,1234,120,430,Fail
1472,267,Account,10340,3737,457,661,Success
1473,534,Loan,139320,2833,460,511,Success
1474,622,Transaction,79345,4888,422,489,Success
1475,128,Transaction,48515,1174,470,61,Success
1476,86,Loan,45895,3278,290,607,Success
1477,420,Transaction,35777,2672,377,33,Fail
1478,962,Account,82325,1825,185,700,Success
1479,1017,Loan,168104,3915,307,265,Success
1480,829,Transaction,106621,383,167,412,Success
1481,634,Loan,180230,4035,312,571,Success
1482,595,Card,99215,3949,461,651,Success
1483,974,Transaction,169402,2327,359,642,Success
1484,726,Card,186787,4695,14,251,Success
1485,514,Loan,86391,576,127,688,Success
1486,64,Product,143138,2281,8,528,Success
1487,855,Branch,191876,4242,417,736,Success
1488,173,Card,118107,1888,116,222,Success
1489,228,Branch,190023,575,330,251,Fail
1490,133,Card,74940,530,317,660,Success
1491,323,Product,179239,3056,80,339,Success
1492,184,Transaction,46066,367,456,100,Fail
1493,300,Branch,41672,2568,61,593,Success
1494,1004,Account,139238,82,471,709,Success
1495,468,Account,124477,1841,216,719,Success
1496,742,Loan,64716,998,492,514,Fail
1497,645,Product,158678,2706,365,81,Success
1498,276,Card,193868,3663,404,336,Success
1499,1092,Card,185323,2387,457,253,Success
1500,392,Customer,116875,2865,397,420,Success
1501,1004,Account,84153,1746,302,564,Success
1502,822,Account,135449,2948,302,193,Success
1503,522,Card,16028,4915,381,358,Success
1504,873,Branch,69348,3339,75,271,Success
1505,923,Transaction,105621,4046,223,275,Fail
1506,932,Product,87208,2814,396,116,Success
1507,470,Customer,38450,3825,460,71,Success
1508,1025,Product,81467,2134,210,285,Fail
1509,833,Branch,182552,2404,431,591,Success
1510,876,Customer,10591,604,364,259,Success
1511,493,Product,23789,3019,277,232,Success
1512,383,Account,173128,25,222,631,Success
1513,44,Transaction,4207,1780,492,104,Success
1514,195,Customer,138453,3487,120,695,Success
1515,6,Loan,161797,4514,380,741,Success
1516,344,Customer,181103,4352,463,305,Success
1517,427,Customer,83330,448,240,784,Success
1518,509,Loan,197128,907,473,139,Success
1519,969,Loan,53344,4170,198,174,Success
1520,831,Loan,125231,2873,281,77,Success
1521,769,Branch,56378,2759,121,414,Fail
1522,160,Card,100701,4201,413,187,Success
1523,389,Account,114179,1874,264,264,Success
1524,309,Card,150495,2520,174,349,Success
1525,778,Card,5806,2038,238,206,Success
1526,622,Branch,153067,1357,429,258,Success
1527,66,Account,142421,2450,279,140,Success
1528,450,Branch,156235,218,351,781,Fail
1529,746,Card,44658,1309,389,550,Success
1530,914,Loan,83869,891,31,761,Success
1531,843,Card,4679,3319,454,323,Success
1532,755,Transaction,63325,1206,149,405,Success
1533,111,Card,95137,974,382,237,Fail
1534,102,Loan,35109,4913,124,345,Success
1535,60,Transaction,164538,2519,22,356,Success
1536,135,Customer,135530,1333,170,290,Success
1537,865,Product,31548,1441,151,497,Success
1538,1027,Loan,121461,1879,67,327,Fail
1539,1076,Transaction,30350,1267,138,88,Success
1540,141,Branch,99223,3488,290,455,Fail
1541,418,Account,18612,748,292,593,Success
1542,529,Account,137658,3875,175,520,Success
1543,346,Product,57689,3707,21,105,Success
1544,332,Branch,130778,1379,357,760,Success
1545,541,Product,113935,469,254,289,Fail
1546,362,Branch,8282,348,498,106,Success
1547,1082,Card,198259,267,364,138,Success
1548,43,Transaction,5840,3536,30,477,Success
1549,772,Product,198031,4675,119,648,Success
1550,128,Branch,144247,3683,141,39,Fail
1551,774,Branch,172111,2709,209,590,Fail
1552,896,Branch,56967,2468,331,618,Success
1553,431,Card,38958,1152,243,290,Success
1554,897,Loan,66623,2537,202,108,Success
1555,273,Card,74127,461,282,412,Success
1556,818,Transaction,125524,3286,405,32,Success
1557,780,Loan,36320,2166,86,316,Success
1558,717,Transaction,132106,701,51,356,Success
1559,304,Product,113435,2129,316,581,Success
1560,227,Transaction,18960,861,222,24,Fail
1561,448,Product,33735,3820,415,727,Fail
1562,1,Card,104590,2155,407,613,Success
1563,836,Branch,77773,2547,365,39,Success
1564,235,Customer,97195,2122,396,71,Success
1565,214,Card,120094,1816,387,520,Success
1566,184,Product,110036,4787,112,301,Success
1567,902,Branch,53640,3189,62,287,Success
1568,462,Account,193660,1505,238,693,Success
1569,702,Card,44087,4226,26,667,Success
1570,420,Loan,149765,3376,362,321,Success
1571,511,Customer,119582,4116,231,41,Success
1572,978,Transaction,129645,1643,353,84,Success
1573,499,Account,144194,779,24,566,Success
1574,247,Account,135838,871,411,136,Success
1575,524,Card,197689,4243,499,91,Success
1576,415,Transaction,137840,4658,39,73,Success
1577,233,Customer,169361,4629,442,322,Success
1578,661,Branch,61468,3478,369,506,Success
1579,1007,Customer,44822,1898,278,151,Success
1580,1080,Branch,127097,115,152,117,Success
1581,924,Product,8018,1523,269,116,Success
1582,1020,Transaction,145008,3494,396,151,Success
1583,1063,Customer,28399,1378,498,656,Success
1584,205,Account,101212,3842,341,678,Success
1585,540,Branch,63268,2708,406,513,Success
1586,763,Loan,36148,2806,444,460,Fail
1587,845,Loan,35537,4209,423,239,Success
1588,634,Loan,31720,3342,141,581,Success
1589,562,Card,132425,1115,400,117,Success
1590,762,Branch,46747,3340,41,299,Success
1591,260,Card,184051,1505,291,242,Success
1592,698,Customer,64435,2456,486,208,Success
1593,122,Product,40074,4446,40,678,Success
1594,276,Customer,80013,1949,335,610,Success
1595,415,Product,153380,1921,438,622,Success
1596,1013,Loan,86806,1918,176,424,Success
1597,129,Card,43975,4777,26,501,Success
1598,394,Account,50686,238,310,568,Success
1599,978,Transaction,131027,568,130,775,Success
1600,937,Transaction,42789,4284,430,414,Success
1601,407,Customer,128823,382,31,766,Success
1602,746,Card,55312,3620,350,700,Success
1603,740,Card,64076,2167,38,490,Success
1604,573,Transaction,50979,588,235,171,Fail
1605,18,Product,114016,3051,433,609,Success
1606,497,Customer,120447,1489,413,541,Success
1607,426,Account,193458,1222,122,510,Success
1608,931,Loan,183888,4543,0,750,Success
1609,924,Branch,21935,3628,292,99,Success
1610,489,Loan,188106,169,248,377,Success
1611,692,Loan,7534,1401,183,145,Success
1612,254,Product,54369,2814,439,479,Fail
1613,216,Loan,136163,2120,202,499,Success
1614,438,Product,55927,1321,56,609,Success
1615,659,Loan,73797,2643,33,644,Success
1616,215,Loan,70568,1079,377,214,Success
1617,146,Product,117102,856,248,173,Success
1618,684,Branch,178437,2561,252,479,Success
1619,786,Account,33073,2215,389,421,Success
1620,908,Loan,199911,53,370,367,Success
1621,870,Transaction,159187,1499,98,784,Fail
1622,632,Transaction,88624,1549,31,236,Success
1623,567,Loan,2352,646,371,459,Success
1624,358,Loan,137221,791,467,310,Success
1625,620,Loan,184309,1511,11,648,Success
1626,599,Transaction,77519,4280,274,345,Success
1627,349,Customer,11502,4122,493,264,Success
1628,246,Card,90338,1000,467,108,Success
1629,125,Card,171893,1242,155,83,Success
1630,153,Product,134574,605,55,700,Success
1631,201,Account,30179,4445,353,672,Fail
1632,104,Customer,161933,1258,253,515,Fail
1633,118,Transaction,16814,3573,71,685,Success
1634,229,Branch,41303,4992,11,134,Success
1635,210,Card,114716,2952,67,389,Success
1636,67,Transaction,149287,951,204,278,Success
1637,901,Branch,16360,2970,330,292,Success
1638,929,Product,105335,3092,124,425,Success
1639,114,Branch,14766,306,428,70,Fail
1640,1006,Product,149823,137,351,65,Success
1641,581,Customer,140992,3734,177,436,Success
1642,1003,Branch,54220,3015,325,797,Success
1643,1032,Card,64827,4660,354,767,Success
1644,778,Customer,156470,4509,404,62,Success
1645,983,Account,137331,1796,335,157,Success
1646,601,Transaction,81840,776,456,243,Fail
1647,97,Customer,92275,697,277,784,Success
1648,655,Customer,194862,939,356,461,Success
1649,1019,Card,107114,2082,167,528,Success
1650,542,Branch,191755,918,275,617,Success
1651,50,Product,45428,305,304,112,Success
1652,468,Card,41659,4585,372,625,Success
1653,673,Loan,103539,3786,366,548,Success
1654,151,Loan,151873,1550,300,309,Success
1655,224,Transaction,102221,953,329,419,Success
1656,1024,Loan,142073,301,379,673,Success
1657,631,Product,47911,1248,453,298,Success
1658,70,Account,47193,3625,404,348,Fail
1659,1085,Transaction,134600,998,406,267,Success
1660,680,Loan,88244,2955,118,534,Success
1661,539,Card,16335,845,254,723,Success
1662,8,Account,91108,2903,150,402,Success
1663,211,Branch,74358,4482,423,397,Fail
1664,775,Account,53883,2707,132,303,Success
1665,189,Card,35422,998,15,332,Success
1666,861,Transaction,140148,3958,326,26,Success
1667,491,Transaction,145855,3163,231,720,Success
1668,555,Branch,103874,3579,299,311,Success
1669,106,Transaction,186827,323,174,442,Success
1670,1058,Card,113797,3430,14,289,Success
1671,758,Transaction,190599,1899,153,519,Success
1672,939,Transaction,36721,3590,397,715,Success
1673,763,Branch,14834,224,406,399,Success
1674,547,Branch,30294,3765,488,417,Success
1675,888,Card,98924,1539,468,36,Fail
1676,993,Account,12011,1444,439,195,Success
1677,875,Customer,178258,3151,37,39,Success
1678,229,Customer,47176,4991,302,411,Success
1679,764,Loan,157978,3507,414,755,Success
1680,306,Transaction,124809,3117,80,96,Success
1681,567,Transaction,37184,3224,72,219,Success
1682,851,Transaction,90242,3141,404,328,Success
1683,939,Card,48888,971,73,619,Success
1684,271,Branch,43911,1970,459,390,Success
1685,45,Product,169804,2876,363,332,Fail
1686,33,Loan,144670,2175,288,144,Success
1687,356,Account,13239,2146,388,61,Fail
1688,566,Loan,68924,4504,489,478,Success
1689,1089,Customer,144348,3081,156,613,Success
1690,417,Product,113397,3553,234,771,Success
1691,386,Branch,12167,4173,205,591,Success
1692,667,Account,100479,2171,402,328,Success
1693,607,Loan,188502,4569,465,548,Success
1694,1012,Product,111132,647,124,355,Success
1695,767,Customer,62231,3564,156,312,Success
1696,387,Card,131619,488,37,603,Success
1697,711,Transaction,80768,3692,227,416,Success
1698,560,Account,74541,4722,299,702,Success
1699,893,Loan,162501,422,78,602,Success
1700,373,Transaction,32830,3186,147,567,Success
1701,166,Transaction,31226,2353,349,591,Success
1702,657,Branch,129482,1217,11,50,Success
1703,687,Branch,185528,1244,405,580,Success
1704,805,Product,83377,4163,475,286,Success
1705,647,Card,119204,630,320,367,Success
1706,723,Branch,3783,4352,362,511,Success
1707,433,Transaction,107074,4507,494,441,Success
1708,855,Card,74391,972,97,231,Success
1709,599,Account,150499,4132,420,209,Success
1710,100,Product,148385,1872,190,552,Success
1711,243,Card,115167,1171,381,731,Fail
1712,682,Customer,182439,2670,317,682,Success
1713,994,Card,106838,4659,71,361,Success
1714,175,Customer,27749,764,136,589,Success
1715,215,Card,59136,1778,484,246,Success
1716,394,Customer,6073,1267,324,664,Fail
1717,139,Customer,72542,2543,24,712,Success
1718,561,Loan,176931,1912,90,67,Success
1719,780,Branch,178238,713,397,403,Success
1720,62,Product,102215,1175,226,533,Success
1721,104,Customer,35221,2387,58,190,Success
1722,1016,Card,83347,1586,305,281,Success
1723,467,Loan,180257,4928,73,97,Success
1724,331,Customer,31645,4909,133,708,Success
1725,656,Loan,190909,4863,408,320,Success
1726,128,Account,71122,2021,224,107,Success
1727,137,Product,160760,1986,250,610,Success
1728,362,Account,58416,1608,291,93,Success
1729,492,Transaction,140378,3062,52,717,Success
1730,163,Card,146476,2012,22,438,Success
1731,345,Branch,107318,1754,186,494,Success
1732,577,Customer,172788,818,413,26,Fail
1733,161,Transaction,179900,3380,96,411,Fail
1734,955,Account,28829,2169,336,679,Success
1735,838,Transaction,82532,3375,143,465,Success
1736,318,Product,158693,2603,398,65,Success
1737,511,Account,44441,4158,409,70,Success
1738,1027,Account,198640,1469,62,85,Fail
1739,983,Product,112790,3109,386,22,Success
1740,472,Loan,18341,2961,465,111,Success
1741,738,Branch,158643,3310,232,645,Success
1742,885,Account,84235,1384,369,44,Success
1743,365,Branch,25352,498,192,123,Success
1744,301,Customer,27240,1262,202,129,Success
1745,197,Card,161457,4201,260,595,Success
1746,875,Account,65874,2081,92,639,Success
1747,233,Loan,69177,2433,391,135,Success
1748,38,Loan,172413,2412,451,320,Success
1749,321,Card,196031,4816,345,190,Success
1750,1049,Transaction,148216,4157,351,493,Success
1751,476,Branch,172545,4802,303,395,Success
1752,583,Account,129093,3344,409,786,Success
1753,99,Customer,124016,2931,15,287,Success
1754,1030,Account,54116,1350,362,106,Success
1755,248,Account,57343,4065,58,300,Success
1756,608,Product,69913,1896,299,178,Success
1757,425,Loan,149443,2530,141,315,Success
1758,7,Card,183029,4068,157,711,Success
1759,1026,Branch,99339,823,183,348,Success
1760,516,Loan,151223,427,79,233,Success
1761,1072,Card,88880,3388,351,257,Success
1762,244,Transaction,139212,452,65,713,Success
1763,699,Loan,84330,1705,149,739,Success
1764,715,Card,86670,4612,75,492,Success
1765,644,Branch,80162,2482,30,686,Success
1766,201,Account,71675,3728,160,673,Success
1767,514,Customer,54648,264,62,514,Success
1768,652,Customer,177351,4291,309,584,Success
1769,670,Transaction,10199,3853,451,386,Fail
1770,373,Customer,51434,2201,312,339,Success
1771,630,Account,153957,383,432,537,Success
1772,384,Card,197257,4555,279,354,Success
1773,208,Customer,42967,4617,266,263,Success
1774,160,Card,190344,3988,161,552,Success
1775,893,Loan,164825,2743,74,601,Success
1776,257,Product,110992,1477,189,474,Success
1777,503,Account,159918,1317,311,374,Success
1778,722,Transaction,92412,547,185,141,Success
1779,342,Card,50228,1114,425,108,Fail
1780,372,Product,110607,134,285,456,Fail
1781,1071,Account,144890,2688,207,179,Success
1782,571,Branch,55396,1761,327,614,Success
1783,618,Product,194670,1675,32,202,Success
1784,87,Branch,10889,3279,473,735,Success
1785,14,Account,26144,837,151,273,Success
1786,219,Loan,128276,4706,430,49,Success
1787,182,Account,194004,4384,425,384,Success
1788,1017,Card,190059,4422,309,169,Success
1789,848,Branch,64822,2832,360,678,Success
1790,771,Transaction,110587,1281,393,52,Success
1791,922,Branch,55980,2307,70,193,Success
1792,530,Product,107059,1990,180,478,Success
1793,593,Customer,164923,3567,320,740,Success
1794,1053,Card,95012,1057,142,69,Success
1795,498,Account,130915,2245,248,696,Success
1796,756,Transaction,118315,2612,30,582,Success
