TransactionID,CustomerID,DateKey,Amount,Channel,TransactionType,IsFlagged
2893,1893,79,33566,ATM,Withdrawal,1
2894,464,441,85850,ATM,Payment,0
2895,362,256,68846,ATM,Payment,1
2896,2463,686,82953,Online,Transfer,0
2897,327,220,51942,Online,Transfer,0
2898,362,872,58410,POS,Withdrawal,0
2899,34,280,31353,ATM,Deposit,0
2900,1818,1064,10886,POS,Deposit,1
2901,1544,90,5669,ATM,Payment,0
2902,2417,868,29265,POS,Deposit,1
2903,591,302,96628,Online,Withdrawal,0
2904,1399,305,88481,POS,Transfer,0
2905,1749,83,77100,POS,Withdrawal,0
2906,757,503,66006,ATM,Deposit,0
2907,46,618,44648,ATM,Transfer,0
2908,1911,105,517,POS,Deposit,0
2909,489,427,97661,ATM,Withdrawal,0
2910,2789,159,81254,POS,Payment,0
2911,469,365,81692,POS,Deposit,0
2912,1891,1073,52556,Online,Payment,0
2913,2683,727,22972,Online,Payment,1
2914,832,395,45074,POS,Transfer,0
2915,846,709,41126,Online,Transfer,1
2916,476,861,15438,POS,Transfer,0
2917,2401,681,82739,ATM,Deposit,0
2918,1664,160,61572,POS,Deposit,0
2919,3,1039,5966,ATM,Deposit,0
2920,2235,333,51718,ATM,Payment,0
2921,2992,840,76449,ATM,Withdrawal,0
2922,2266,810,73039,POS,Transfer,0
2923,1572,459,22147,Online,Deposit,0
2924,1522,10,4814,Online,Payment,0
2925,873,703,73800,ATM,Payment,1
2926,2149,955,30120,POS,Transfer,0
2927,1332,152,93123,POS,Withdrawal,0
2928,904,1076,26428,POS,Payment,0
2929,227,601,7293,Online,Withdrawal,0
2930,1719,471,37239,ATM,Withdrawal,0
2931,492,136,501,Online,Payment,0
2932,1211,928,42235,ATM,Deposit,1
2933,1125,634,88022,ATM,Withdrawal,0
2934,2933,1022,76733,POS,Payment,0
2935,884,338,59921,POS,Payment,0
2936,2894,259,57780,Online,Withdrawal,0
2937,666,349,29980,Online,Withdrawal,0
2938,2670,949,1055,Online,Deposit,0
2939,2020,1,15967,ATM,Payment,0
2940,1007,302,24475,ATM,Deposit,0
2941,2661,290,42516,ATM,Deposit,0
2942,1926,880,9641,POS,Payment,0
2943,1669,889,86703,Online,Deposit,0
2944,1991,1018,57912,ATM,Transfer,0
2945,747,28,47014,ATM,Deposit,0
2946,2359,42,59123,POS,Withdrawal,0
2947,2676,82,26792,ATM,Payment,0
2948,2147,873,8917,POS,Deposit,1
2949,1820,1092,56847,ATM,Transfer,0
2950,2316,433,2311,POS,Withdrawal,0
2951,2409,422,18184,POS,Deposit,0
2952,1932,96,77718,ATM,Transfer,0
2953,70,736,79319,Online,Withdrawal,0
2954,918,217,17681,POS,Withdrawal,0
2955,2162,989,47115,POS,Transfer,0
2956,2533,839,59766,Online,Withdrawal,0
2957,2742,978,5533,POS,Transfer,0
2958,1560,920,63912,Online,Withdrawal,0
2959,1523,16,25029,ATM,Withdrawal,0
2960,1082,824,46100,ATM,Transfer,0
2961,2619,48,23721,POS,Withdrawal,0
2962,77,200,67466,ATM,Deposit,0
2963,279,680,75441,POS,Transfer,1
2964,2468,895,93650,Online,Withdrawal,0
2965,413,1025,24555,POS,Withdrawal,1
2966,1693,388,59595,POS,Withdrawal,0
2967,652,739,75582,ATM,Withdrawal,0
2968,395,1085,10073,POS,Payment,0
2969,2355,165,41056,ATM,Withdrawal,0
2970,1958,921,36198,Online,Deposit,0
2971,2087,804,10911,Online,Withdrawal,0
2972,2300,277,71755,Online,Withdrawal,0
2973,448,334,87006,POS,Payment,1
2974,1443,198,25488,ATM,Deposit,0
2975,627,963,90774,ATM,Withdrawal,0
2976,1452,1062,23741,Online,Transfer,0
2977,381,899,75635,ATM,Payment,0
2978,2475,751,66426,Online,Withdrawal,1
2979,2349,374,19282,Online,Payment,0
2980,497,397,64801,ATM,Transfer,0
2981,2097,899,86283,Online,Deposit,1
2982,2919,697,45501,ATM,Payment,0
2983,288,104,88651,ATM,Deposit,0
2984,1678,196,95061,POS,Transfer,0
2985,217,733,57497,POS,Payment,1
2986,2327,755,39567,Online,Withdrawal,0
2987,420,402,59287,ATM,Transfer,0
2988,918,678,57128,ATM,Payment,0
2989,1424,804,52556,ATM,Deposit,0
2990,1359,821,79270,POS,Withdrawal,0
2991,1314,1064,47014,ATM,Payment,0
2992,1324,920,41379,ATM,Deposit,0
2993,1917,84,78374,ATM,Transfer,0
2994,1092,936,13277,ATM,Withdrawal,0
2995,814,662,45111,ATM,Payment,0
2996,734,286,80138,Online,Deposit,0
2997,2479,341,83540,POS,Payment,0
2998,2799,706,53575,POS,Deposit,0
2999,467,349,15831,POS,Payment,1
3000,869,381,33011,POS,Deposit,0
3001,225,503,38499,Online,Withdrawal,0
3002,1423,802,82595,ATM,Withdrawal,0
3003,835,237,37226,ATM,Payment,0
3004,2232,319,66943,ATM,Withdrawal,0
3005,2597,636,61815,ATM,Payment,0
3006,938,1023,79617,ATM,Withdrawal,0
3007,2052,329,67859,Online,Transfer,0
3008,1555,386,91049,Online,Withdrawal,1
3009,1665,973,10906,ATM,Transfer,0
3010,1999,1066,23189,POS,Payment,0
3011,1697,762,86578,ATM,Withdrawal,0
3012,1133,589,95394,POS,Transfer,0
3013,1238,394,83647,Online,Payment,1
3014,1025,259,98500,Online,Deposit,0
3015,2490,868,62390,Online,Payment,0
3016,441,445,13776,ATM,Deposit,0
3017,243,389,36403,POS,Transfer,0
3018,2543,589,67340,ATM,Transfer,0
3019,84,905,65205,POS,Deposit,0
3020,561,27,45184,ATM,Transfer,0
3021,1715,623,16916,Online,Withdrawal,0
3022,1628,630,54269,ATM,Payment,0
3023,6,76,2968,ATM,Withdrawal,0
3024,2091,579,10007,POS,Transfer,0
3025,2417,423,74965,POS,Deposit,0
3026,2892,373,98287,ATM,Transfer,0
3027,517,44,5244,POS,Transfer,0
3028,1361,191,83744,ATM,Withdrawal,0
3029,2426,516,69650,POS,Deposit,0
3030,2094,536,91194,ATM,Payment,0
3031,2504,536,91231,Online,Withdrawal,0
3032,2683,796,16179,Online,Payment,0
3033,1507,24,91469,Online,Payment,0
3034,1153,220,42024,ATM,Transfer,0
3035,2595,82,6744,ATM,Deposit,0
3036,2164,111,38505,Online,Withdrawal,0
3037,2968,577,27202,POS,Transfer,0
3038,2554,480,22682,ATM,Deposit,0
3039,1232,1088,98810,ATM,Payment,0
3040,2800,1025,69910,POS,Payment,0
3041,391,929,52989,Online,Transfer,0
3042,229,864,93018,ATM,Transfer,0
3043,1530,117,22698,Online,Withdrawal,0
3044,1883,983,1877,ATM,Payment,0
3045,109,928,34427,Online,Deposit,0
3046,2644,1033,13788,ATM,Payment,0
3047,1656,409,47165,ATM,Payment,0
3048,248,104,38210,Online,Payment,1
3049,2909,598,19719,POS,Payment,0
3050,2643,92,80071,ATM,Deposit,0
3051,1067,237,53372,ATM,Transfer,0
3052,550,810,71469,Online,Withdrawal,1
3053,1431,412,84357,Online,Withdrawal,0
3054,2654,170,48287,POS,Transfer,0
3055,947,262,54053,POS,Deposit,0
3056,2229,120,26860,POS,Transfer,0
3057,273,455,97733,Online,Transfer,0
3058,2263,586,94573,POS,Deposit,0
3059,244,904,98337,POS,Payment,0
3060,1156,978,69568,POS,Payment,0
3061,2968,489,96249,POS,Deposit,0
3062,2491,1049,13335,Online,Payment,1
3063,692,941,88956,Online,Transfer,0
3064,2389,110,72429,POS,Withdrawal,0
3065,1760,260,35109,ATM,Transfer,0
3066,2119,1022,40491,POS,Payment,0
3067,1829,909,47471,POS,Payment,0
3068,2658,703,59664,Online,Payment,0
3069,1127,900,30422,ATM,Payment,0
3070,1104,481,19324,POS,Deposit,0
3071,1797,808,68096,POS,Withdrawal,1
3072,2545,407,34934,ATM,Transfer,0
3073,2552,687,96348,Online,Transfer,0
3074,80,850,80029,POS,Payment,0
3075,676,787,13622,ATM,Payment,0
3076,32,691,5348,Online,Payment,0
3077,2210,531,58875,ATM,Deposit,0
3078,4,711,17372,ATM,Deposit,0
3079,678,1025,96558,Online,Withdrawal,0
3080,1970,1067,3816,POS,Withdrawal,0
3081,1082,563,74906,ATM,Payment,0
3082,1093,425,3283,ATM,Payment,0
3083,508,870,42466,ATM,Payment,0
3084,2695,659,37671,Online,Deposit,0
3085,2465,917,38819,ATM,Withdrawal,0
3086,758,335,22032,Online,Payment,0
3087,2029,277,47425,Online,Payment,0
3088,1987,775,96520,POS,Deposit,0
3089,540,879,17922,Online,Deposit,0
3090,1587,952,90074,ATM,Payment,0
3091,1956,529,88875,Online,Deposit,0
3092,1316,696,34548,Online,Deposit,0
3093,1875,916,59810,ATM,Payment,0
3094,243,650,51768,POS,Transfer,1
3095,2468,101,75136,Online,Payment,0
3096,1079,210,73727,Online,Payment,0
3097,570,548,13444,POS,Withdrawal,0
3098,1251,974,29973,ATM,Transfer,0
3099,2371,736,14190,POS,Transfer,0
3100,117,25,94287,POS,Deposit,0
3101,231,1001,48379,POS,Withdrawal,0
3102,1283,267,43006,Online,Payment,0
3103,922,84,52794,Online,Payment,0
3104,1179,443,73826,ATM,Withdrawal,0
3105,720,228,49218,Online,Transfer,0
3106,1803,953,99978,POS,Payment,0
3107,473,167,30985,ATM,Deposit,0
3108,755,103,66056,Online,Transfer,0
3109,786,54,61154,ATM,Transfer,1
3110,1970,318,78717,ATM,Withdrawal,0
3111,1998,247,86097,ATM,Payment,0
3112,2379,1061,18901,ATM,Transfer,0
3113,386,550,56632,ATM,Transfer,0
3114,1970,542,70771,POS,Transfer,0
3115,742,620,37463,POS,Transfer,0
3116,2583,864,46608,ATM,Deposit,0
3117,2638,890,88659,Online,Transfer,0
3118,2160,896,57617,ATM,Withdrawal,0
3119,2126,314,45967,POS,Payment,1
3120,1186,760,29278,POS,Transfer,0
3121,1071,607,90196,Online,Withdrawal,0
3122,667,901,31843,ATM,Payment,0
3123,1864,874,42874,POS,Deposit,0
3124,554,454,78853,ATM,Transfer,0
3125,1288,586,70086,Online,Withdrawal,0
3126,1428,85,6486,ATM,Payment,0
3127,929,66,15581,POS,Payment,0
3128,2732,81,47120,Online,Deposit,1
3129,1123,218,67890,Online,Deposit,0
3130,605,481,89506,ATM,Payment,0
3131,773,737,73919,Online,Payment,0
3132,2755,122,67659,ATM,Withdrawal,0
3133,419,1027,23717,POS,Deposit,0
3134,1646,972,40982,Online,Transfer,0
3135,2433,1052,65591,ATM,Payment,0
3136,1201,90,99778,ATM,Payment,0
3137,1072,951,4722,ATM,Withdrawal,0
3138,985,627,25812,ATM,Withdrawal,0
3139,1313,1086,78576,POS,Deposit,0
3140,2519,331,20905,Online,Transfer,0
3141,2617,303,35645,POS,Deposit,0
3142,2193,4,87499,POS,Withdrawal,0
3143,257,916,3070,ATM,Deposit,0
3144,1888,729,88903,ATM,Transfer,0
3145,115,395,18859,Online,Transfer,0
3146,2946,10,81819,POS,Payment,0
3147,2583,75,1531,POS,Deposit,1
3148,1362,268,24955,Online,Deposit,0
3149,964,251,84710,Online,Transfer,0
3150,2967,1047,94457,POS,Payment,0
3151,2310,738,92886,Online,Payment,0
3152,1986,706,21217,ATM,Payment,0
3153,2521,333,57390,ATM,Withdrawal,0
3154,1232,836,36434,Online,Payment,0
3155,2167,515,60338,ATM,Payment,0
3156,14,413,40759,ATM,Payment,0
3157,2147,357,54412,POS,Withdrawal,0
3158,461,606,77780,ATM,Payment,0
3159,1603,536,64860,POS,Deposit,0
3160,1200,211,57998,Online,Payment,1
3161,2079,109,49057,Online,Transfer,0
3162,1780,402,84378,Online,Withdrawal,0
3163,1110,605,58522,POS,Transfer,0
3164,979,285,40029,ATM,Transfer,0
3165,1940,50,65427,ATM,Withdrawal,0
3166,1524,551,69867,ATM,Withdrawal,0
3167,1318,708,31992,Online,Transfer,0
3168,1994,284,32143,POS,Payment,0
3169,1177,440,54526,POS,Payment,0
3170,1369,767,20637,Online,Payment,0
3171,1212,503,53229,ATM,Transfer,0
3172,2861,597,81481,POS,Withdrawal,0
3173,944,845,67155,Online,Withdrawal,0
3174,2685,943,19352,ATM,Transfer,0
3175,460,186,27373,POS,Transfer,0
3176,1185,988,38546,POS,Deposit,0
3177,858,516,17941,Online,Payment,0
3178,2842,492,53132,POS,Withdrawal,0
3179,2221,748,77908,Online,Transfer,0
3180,2943,911,39922,Online,Payment,0
3181,138,71,68632,Online,Withdrawal,0
3182,460,739,14828,Online,Payment,0
3183,2799,223,47583,Online,Transfer,0
3184,1024,962,64637,POS,Withdrawal,0
3185,1424,404,63681,POS,Payment,1
3186,887,652,99446,POS,Withdrawal,1
3187,2748,286,49904,ATM,Payment,0
3188,930,125,18609,ATM,Payment,1
3189,686,819,60214,Online,Deposit,0
3190,138,673,16944,ATM,Transfer,0
3191,718,354,29019,Online,Withdrawal,0
3192,363,950,4445,POS,Payment,0
3193,2890,244,74093,Online,Withdrawal,0
3194,800,642,40760,ATM,Payment,0
3195,364,550,93400,Online,Deposit,0
3196,364,1036,20275,POS,Payment,0
3197,2046,874,37284,Online,Deposit,0
3198,446,463,68999,Online,Transfer,0
3199,2868,593,17252,Online,Withdrawal,0
3200,468,533,12834,POS,Transfer,0
3201,746,906,63675,POS,Deposit,0
3202,2216,704,98423,ATM,Deposit,0
3203,1368,215,76908,ATM,Withdrawal,0
3204,2998,520,68052,ATM,Transfer,0
3205,2570,302,79711,ATM,Transfer,0
3206,2879,236,86335,POS,Payment,0
3207,665,1063,37369,POS,Payment,0
3208,1717,580,73854,ATM,Payment,0
3209,1584,952,77988,Online,Deposit,0
3210,182,18,94961,POS,Withdrawal,0
3211,1096,714,7418,ATM,Transfer,0
3212,1869,657,90173,ATM,Withdrawal,0
3213,2922,293,46641,ATM,Withdrawal,0
3214,925,628,34423,ATM,Deposit,0
3215,705,266,83268,ATM,Deposit,0
3216,1448,618,37275,POS,Withdrawal,1
3217,649,586,62106,Online,Transfer,0
3218,177,292,73003,ATM,Withdrawal,0
3219,2961,575,55155,POS,Transfer,0
3220,1552,335,62800,ATM,Withdrawal,0
3221,2418,381,55586,POS,Transfer,0
3222,1074,1076,76133,ATM,Deposit,0
3223,2647,917,85877,Online,Payment,0
3224,1372,980,51246,ATM,Deposit,0
3225,1854,848,66897,Online,Transfer,0
3226,2574,602,26112,Online,Payment,0
3227,1650,530,69565,ATM,Transfer,0
3228,1179,103,41576,POS,Payment,0
3229,67,58,99624,ATM,Deposit,1
3230,876,384,42066,Online,Deposit,0
3231,1882,112,95510,POS,Payment,0
3232,1009,646,376,POS,Withdrawal,0
3233,1129,401,28470,POS,Payment,0
3234,500,493,169,POS,Transfer,0
3235,1484,131,96975,ATM,Deposit,0
3236,2921,504,35845,ATM,Deposit,0
3237,1037,551,95733,POS,Transfer,0
3238,382,461,86693,Online,Transfer,0
3239,2033,777,27507,ATM,Payment,0
3240,511,78,32356,ATM,Deposit,0
3241,596,461,33174,Online,Deposit,0
3242,1814,303,23855,ATM,Withdrawal,0
3243,2863,299,7906,ATM,Withdrawal,0
3244,308,872,85465,POS,Payment,0
3245,51,381,15493,POS,Deposit,0
3246,1258,927,38522,ATM,Payment,0
3247,942,838,43514,ATM,Transfer,0
3248,2463,926,56520,POS,Withdrawal,0
3249,2516,831,25951,ATM,Withdrawal,0
3250,875,286,82157,ATM,Deposit,0
3251,541,1050,64623,Online,Withdrawal,0
3252,2061,953,56842,ATM,Withdrawal,0
3253,1295,840,6902,Online,Withdrawal,0
3254,2027,670,87623,POS,Transfer,0
3255,404,114,29575,POS,Transfer,0
3256,2207,306,16090,POS,Transfer,0
3257,2241,692,44497,Online,Transfer,0
3258,2427,1080,75458,Online,Payment,0
3259,1477,54,49194,Online,Transfer,0
3260,614,49,60383,Online,Transfer,0
3261,2774,19,81325,ATM,Transfer,0
3262,319,787,83017,POS,Deposit,0
3263,922,799,94746,ATM,Payment,0
3264,2606,394,78635,POS,Payment,0
3265,2102,783,10164,ATM,Payment,0
3266,557,254,93844,ATM,Deposit,0
3267,2322,868,22394,POS,Withdrawal,0
3268,1719,906,240,POS,Deposit,0
3269,2354,833,22363,POS,Payment,1
3270,778,1041,10047,POS,Deposit,1
3271,2048,470,75014,ATM,Payment,0
3272,69,643,41355,Online,Payment,0
3273,430,456,22916,ATM,Withdrawal,0
3274,2295,368,64019,Online,Transfer,0
3275,1120,662,15738,ATM,Deposit,0
3276,2669,295,53922,Online,Withdrawal,0
3277,977,548,65583,ATM,Transfer,0
3278,91,1005,59136,POS,Payment,0
3279,2122,362,99294,POS,Payment,0
3280,1048,456,72647,ATM,Deposit,0
3281,1572,777,50464,POS,Payment,0
3282,1402,1063,49321,Online,Deposit,0
3283,132,945,831,POS,Deposit,0
3284,30,763,39998,POS,Withdrawal,0
3285,1376,1007,33977,ATM,Withdrawal,1
3286,212,306,9683,Online,Withdrawal,0
3287,2508,169,9329,POS,Deposit,0
3288,2216,1034,62967,POS,Payment,0
3289,1896,753,48384,POS,Withdrawal,1
3290,808,252,20070,ATM,Transfer,0
3291,1627,170,60290,ATM,Withdrawal,0
3292,1738,30,43615,POS,Deposit,0
3293,2097,460,27865,Online,Transfer,1
3294,1368,3,53042,ATM,Withdrawal,0
3295,2339,625,85337,Online,Deposit,0
3296,2463,999,70230,POS,Payment,0
3297,2690,825,2561,POS,Withdrawal,0
3298,364,832,49303,Online,Withdrawal,1
3299,161,839,27278,Online,Deposit,0
3300,809,812,62454,Online,Withdrawal,0
3301,955,1015,17595,Online,Payment,0
3302,2376,389,8389,Online,Transfer,0
3303,614,826,17506,POS,Transfer,0
3304,2439,977,68968,ATM,Deposit,0
3305,2253,498,79217,ATM,Transfer,0
3306,2103,929,6999,ATM,Transfer,0
3307,1761,957,9117,ATM,Transfer,0
3308,2562,890,8534,POS,Withdrawal,0
3309,812,1090,18191,Online,Deposit,0
3310,109,1031,48201,POS,Withdrawal,0
3311,2602,506,65250,Online,Payment,0
3312,1935,146,24474,POS,Withdrawal,0
3313,1481,877,1518,ATM,Payment,0
3314,1463,468,60349,Online,Withdrawal,0
3315,1540,608,36784,Online,Deposit,0
3316,2154,42,82866,POS,Withdrawal,0
3317,1765,688,98342,ATM,Payment,0
3318,2252,236,39774,ATM,Withdrawal,0
3319,1043,988,64024,Online,Payment,0
3320,1885,22,74638,ATM,Transfer,0
3321,927,579,87905,Online,Withdrawal,0
3322,528,533,86634,POS,Withdrawal,0
3323,711,259,65078,ATM,Payment,0
3324,2114,899,1208,POS,Deposit,1
3325,468,139,41679,POS,Withdrawal,0
3326,1435,755,40050,ATM,Deposit,0
3327,1475,237,21118,Online,Deposit,0
3328,1103,224,88419,Online,Withdrawal,0
3329,2505,360,27419,Online,Deposit,0
3330,1247,796,66289,POS,Payment,0
3331,627,990,40475,POS,Transfer,0
3332,2068,30,7581,ATM,Withdrawal,0
3333,1689,609,19222,POS,Deposit,0
3334,428,24,82827,ATM,Deposit,0
3335,1807,339,67722,POS,Deposit,0
3336,302,720,50141,Online,Payment,1
3337,2058,988,67105,ATM,Transfer,0
3338,1582,369,43280,ATM,Deposit,0
3339,1143,1009,68007,POS,Payment,0
3340,1995,45,58656,ATM,Transfer,0
3341,2736,523,69575,ATM,Deposit,0
3342,2149,7,1970,ATM,Deposit,0
3343,36,1014,61249,POS,Withdrawal,0
3344,2904,196,36390,Online,Withdrawal,0
3345,2573,580,18488,POS,Withdrawal,0
3346,932,228,28748,ATM,Payment,0
3347,1334,799,48916,ATM,Deposit,0
3348,782,71,88536,Online,Payment,0
3349,1366,778,64530,Online,Transfer,0
3350,2282,105,25863,ATM,Withdrawal,0
3351,2464,727,52947,ATM,Payment,0
3352,1574,259,65419,POS,Transfer,0
3353,1892,752,48555,ATM,Transfer,0
3354,2646,459,95679,Online,Deposit,0
3355,1988,1034,77562,POS,Transfer,1
3356,2133,641,35429,POS,Transfer,0
3357,1013,163,41319,Online,Withdrawal,1
3358,1905,13,11942,Online,Withdrawal,0
3359,1663,288,8842,Online,Transfer,0
3360,1577,544,63909,POS,Withdrawal,0
3361,1607,939,61670,Online,Deposit,0
3362,365,389,16578,Online,Transfer,0
3363,503,440,24408,POS,Payment,0
3364,250,870,83602,Online,Payment,0
3365,553,945,82655,Online,Transfer,0
3366,1318,198,82719,POS,Withdrawal,0
3367,1155,267,32585,Online,Payment,0
3368,715,264,15438,ATM,Deposit,0
3369,1104,748,15688,ATM,Deposit,0
3370,2022,237,44111,POS,Deposit,0
3371,2083,1042,98217,Online,Transfer,0
3372,863,58,84804,POS,Transfer,0
3373,2501,1085,13055,Online,Payment,1
3374,180,429,48441,ATM,Withdrawal,0
3375,498,27,67121,Online,Transfer,0
3376,1154,701,67080,Online,Deposit,0
3377,367,1060,24918,POS,Transfer,0
3378,1827,253,1510,POS,Transfer,0
3379,2206,963,72719,ATM,Withdrawal,0
3380,2939,950,46535,ATM,Transfer,0
3381,1834,183,21950,ATM,Deposit,0
3382,1838,572,71156,Online,Withdrawal,0
3383,1876,37,29381,POS,Transfer,0
3384,763,503,92011,ATM,Withdrawal,0
3385,2017,277,71316,Online,Payment,0
3386,2959,753,91609,Online,Withdrawal,0
3387,878,43,61869,ATM,Transfer,0
3388,882,681,92321,POS,Withdrawal,0
3389,1110,784,60647,Online,Payment,0
3390,2056,40,8944,POS,Deposit,1
3391,83,1085,40730,POS,Transfer,0
3392,2631,894,23152,POS,Payment,0
3393,741,1050,52042,Online,Transfer,0
3394,1465,619,32083,ATM,Deposit,0
3395,2431,27,88312,POS,Deposit,0
3396,415,19,2986,ATM,Payment,0
3397,1349,503,5407,POS,Withdrawal,0
3398,980,336,40392,POS,Withdrawal,0
3399,1656,497,96610,Online,Transfer,0
3400,213,641,71523,POS,Deposit,0
3401,832,933,97640,POS,Withdrawal,0
3402,401,290,79698,ATM,Withdrawal,0
3403,2854,195,36521,POS,Withdrawal,0
3404,2289,433,67574,POS,Transfer,0
3405,2955,701,56520,ATM,Transfer,0
3406,615,89,66092,Online,Withdrawal,0
3407,1601,495,85125,ATM,Payment,0
3408,667,308,4573,ATM,Withdrawal,0
3409,421,763,24298,POS,Withdrawal,0
3410,1601,603,14996,POS,Transfer,1
3411,288,228,65809,ATM,Withdrawal,1
3412,2166,789,98120,Online,Transfer,0
3413,2484,38,62016,Online,Deposit,0
3414,24,141,93330,POS,Transfer,0
3415,1911,965,59156,Online,Payment,0
3416,2294,726,43091,Online,Payment,0
3417,1234,400,19438,POS,Withdrawal,0
3418,1813,217,44619,POS,Payment,0
3419,982,343,86115,Online,Withdrawal,0
3420,2328,959,63703,POS,Withdrawal,0
3421,888,200,55914,Online,Transfer,0
3422,562,289,43145,ATM,Withdrawal,0
3423,1587,486,92747,Online,Transfer,0
3424,71,310,49930,ATM,Payment,0
3425,1946,543,63208,POS,Withdrawal,0
3426,592,571,22603,Online,Deposit,0
3427,2717,427,7778,ATM,Deposit,1
3428,237,433,60149,ATM,Transfer,0
3429,2679,156,63021,ATM,Payment,0
3430,1510,608,81714,Online,Payment,0
3431,2070,776,15921,ATM,Payment,0
3432,1768,682,12919,Online,Payment,0
3433,601,173,39945,Online,Payment,1
3434,604,582,41786,POS,Withdrawal,0
3435,1827,1039,17616,ATM,Payment,0
3436,2808,988,43912,ATM,Withdrawal,0
3437,1050,92,58422,Online,Payment,1
3438,444,51,30882,Online,Withdrawal,0
3439,1996,996,38489,POS,Deposit,0
3440,715,978,71815,POS,Transfer,0
3441,224,55,26203,Online,Payment,0
3442,1436,310,11204,ATM,Withdrawal,0
3443,2050,432,93989,ATM,Deposit,0
3444,2885,723,56662,POS,Transfer,0
3445,1973,979,85265,ATM,Payment,0
3446,2463,742,81689,ATM,Withdrawal,0
3447,643,195,7878,ATM,Withdrawal,0
3448,805,782,16311,POS,Withdrawal,0
3449,2230,358,42882,POS,Transfer,0
3450,1157,576,40413,POS,Deposit,0
3451,2727,467,1510,POS,Withdrawal,0
3452,1899,944,85695,POS,Deposit,0
3453,2766,947,991,Online,Deposit,0
3454,1921,141,13208,POS,Payment,0
3455,2524,1020,99211,ATM,Deposit,0
3456,2462,499,64481,POS,Withdrawal,0
3457,1126,957,93273,POS,Payment,0
3458,975,336,86074,ATM,Payment,0
3459,2621,650,84489,POS,Withdrawal,0
3460,1236,619,77775,ATM,Payment,0
3461,2750,942,4997,POS,Transfer,0
3462,910,993,42480,Online,Transfer,0
3463,652,493,67869,POS,Withdrawal,0
3464,2263,963,40162,ATM,Deposit,0
3465,785,349,85327,POS,Withdrawal,0
3466,2174,750,54353,ATM,Deposit,0
3467,2923,259,46656,ATM,Transfer,0
3468,494,821,79838,ATM,Transfer,0
3469,2616,761,26652,Online,Deposit,0
3470,647,62,72187,ATM,Withdrawal,0
3471,1088,779,11586,ATM,Transfer,0
3472,445,335,99979,Online,Payment,0
3473,1613,225,8367,POS,Payment,0
3474,2951,766,80953,Online,Deposit,0
3475,1644,392,10586,ATM,Transfer,0
3476,2922,917,36860,ATM,Payment,0
3477,2967,797,76922,ATM,Payment,0
3478,2971,69,82422,ATM,Deposit,0
3479,1153,414,77788,POS,Deposit,0
3480,2908,389,30021,Online,Transfer,0
3481,877,1000,70017,POS,Deposit,0
3482,1091,622,60194,POS,Payment,0
3483,868,120,10810,POS,Transfer,0
3484,755,895,10406,Online,Payment,0
3485,217,929,92633,ATM,Withdrawal,0
3486,2138,63,23931,POS,Withdrawal,0
3487,2059,88,25936,ATM,Transfer,0
3488,859,227,30981,POS,Transfer,1
3489,1738,1048,74470,Online,Deposit,0
3490,711,955,15150,POS,Payment,0
3491,2577,563,43856,Online,Transfer,0
3492,696,40,66693,ATM,Deposit,0
3493,1683,768,57463,Online,Withdrawal,0
3494,2762,181,99863,POS,Deposit,0
3495,1027,598,87023,Online,Payment,0
3496,325,833,13246,Online,Payment,0
3497,1678,637,61492,Online,Payment,1
3498,431,755,43593,POS,Withdrawal,0
3499,895,762,91597,Online,Transfer,0
3500,992,618,40141,POS,Withdrawal,1
3501,2611,791,12646,POS,Transfer,0
3502,818,37,19279,POS,Withdrawal,0
3503,1294,237,20187,ATM,Transfer,0
3504,823,38,97674,POS,Withdrawal,0
3505,2649,494,55849,Online,Payment,0
3506,1283,240,61635,Online,Deposit,0
3507,1496,796,97386,ATM,Transfer,0
3508,2381,849,66506,POS,Withdrawal,0
3509,1495,321,7021,Online,Transfer,0
3510,2774,872,92667,ATM,Payment,0
3511,1296,570,41990,ATM,Payment,0
3512,2173,893,2918,ATM,Deposit,0
3513,2145,22,13763,POS,Deposit,0
3514,1662,263,84911,POS,Payment,0
3515,1512,428,54351,ATM,Payment,0
3516,1314,379,74289,Online,Transfer,0
3517,2654,851,70964,ATM,Deposit,0
3518,1313,956,11590,ATM,Deposit,0
3519,2980,768,80477,Online,Payment,0
3520,2577,144,78503,ATM,Withdrawal,0
3521,1676,939,25096,Online,Withdrawal,0
3522,632,287,12501,Online,Payment,0
3523,2136,777,44549,Online,Transfer,0
3524,2121,600,91536,Online,Transfer,0
3525,2797,867,67483,Online,Payment,0
3526,417,883,10934,POS,Transfer,0
3527,2829,136,91005,Online,Withdrawal,1
3528,1219,12,93594,POS,Transfer,0
3529,1086,614,87095,Online,Withdrawal,0
3530,911,310,58678,Online,Transfer,0
3531,1499,879,62782,Online,Withdrawal,0
3532,1142,418,85476,POS,Payment,0
3533,1513,594,80590,Online,Transfer,0
3534,2564,975,69596,ATM,Deposit,0
3535,2089,285,57575,POS,Transfer,0
3536,384,920,64937,Online,Deposit,0
3537,320,612,65331,Online,Transfer,0
3538,1258,989,72902,Online,Withdrawal,0
3539,112,442,19222,POS,Payment,0
3540,736,212,72836,ATM,Deposit,0
3541,388,942,77057,ATM,Deposit,0
3542,2280,64,10115,ATM,Deposit,0
3543,2332,553,54805,Online,Deposit,0
3544,1501,318,37270,ATM,Withdrawal,0
3545,1608,595,60794,ATM,Deposit,0
3546,1583,46,77628,Online,Transfer,0
